Index,NewsID,DeclareDate,Title,NewsContent,情绪
8816,65817576,2016-01-05,重庆百货:大股东商社集团拟整体上市 提升公司核心竞争力,"　　公司将以现金 购买的方式,拟以竞价方式参与收购控股股东商社集团旗下商社汽贸、商社电商、商社家维、仕益质检、中天物业合计五家全资子公司100%股权,标的资产合计评估值约7.03亿元;同时以接受托管方式管理商社集团旗下暂不适合注入公司的资产和业务,该部分资产和业务涉及商社集团持有的商社化工、商社进出口、商社投资、商社物流、商社传媒、中天大酒店、万盛五交化合计七家全资子公司100%股权和重庆联交所2.57%股权、鸿鹤化工0.03%股权以及商社汇·巴南购物中心一期商业房产购物中心业务。若公司竞价成功将实现商社集团的整体上市。  　　支撑评级的要点  　　公司拟收购的大股东旗下的5家全资子公司,其中商社汽贸主营业务为汽车经销及维修养护等服务;商社电商主要通过自建平台“世纪购”从事电商平台服务;商社家维主要从事中央空调工程安装及家电售后服务;仕益质检为一家综合性的独立第三方检测机构;中天物业则主要从事房地产开发、建筑装修装饰工程、商铺租赁等业务。2014年5家公司合计营业收入为71.46亿元,合计净利润为7,236万元,评估值为7.03亿元,对应2014年市盈率为9.7倍,估值较为合理。由于公司是以现金购买5家公司,因此若交易成功,将有效增厚公司业绩。  　　若公司收购成功,将有利于公司实现百货、超市、电器等业态与汽车4S 店、购物中心等业态的相互结合,并将实现商社集团的整体上市,进而增强核心竞争力、激活企业内生动力,以提高国有资本流动性,实现国有资产保值增值,同时能够有效解决上市公司与商社集团在购物中心运营方面的潜在同业竞争。同时,通过互联网、车联网的便捷性和海量覆盖面,带动线下业务发展,有效消化线下库存;利用大数据采集和分析, 进行产品精准营销和品牌宣传;上市公司线下门店将进行升级,承载更多的实物展示、互动消费体验以及品牌宣传等核心功能,利用线下资源,为消费者提供更佳的消费体验。  　　评级面临的主要风险  　　公司收购标的涉及汽车经销、空调安装及售后服务、质量检测、房地产开发等不同行业,与公司主营的商贸零售行业差异较大,整合效果存在不确定性。  　　估值  　　若收购承购,且被收购公司2016年合并报表,我们预计将增厚2016年业绩4,600万元,我们维持2015年每股收益为1.12元(备考后为1.20元),上调2016-17年每股收益至1.29和1.36元(原为1.18和1.24元),本次交易后, 将有利于公司实现百货、超市、电器等业态与汽车4S 店、购物中心等业态的相互结合,同时有效解决了上市公司与商社集团在购物中心运营方面的潜在同业竞争,有利于提高公司业主业绩,维持目标价39.00元/股,对应35倍2015年市盈率(备考后为33倍2015年市盈率),维持买入评级。",正向
8817,65817608,2016-01-05,小天鹅A:重点推荐,"　　基于公司长期跟踪及估值切换预期,我们认为目前时点小天鹅A(000418.SZ) 具备较强投资价值,核心逻辑如下:  　　事件评论  　　1、公司经营持续抢眼,长期稳健增长预期仍在:在15年行业整体表现偏弱背景下,公司基于产品力提升等因素驱动,经营表现持续抢眼,预计全年业绩增长在30%左右;且未来两年基于美的协同效应及产品力提升,预计业绩增速将维持在15-20%左右;2、在手现金极其充裕,股息率存提升预期:目前公司在手现金极其充裕,货币资金及银行理财净现金余额(剔除负债)超过60亿(目前公司总市值仅为136亿);此外,公司历年均维持较大比例分红,目前股息率在3%左右,且未来股息率有持续提升预期;3、进可攻退可守,投资价值明显:公司业绩增速确定,在手现金充裕且股息率存提升预期,且作为美的洗衣机业务平台,长期发展值得期待;目前公司对应16年PE 仅在13.50倍(剔除净现金资产后估值不到8倍),安全边际明显且估值存提升预期,重申“买入” 评级。  　　风险提示:业绩表现低于预期",正向
8818,65817610,2016-01-05,森马服饰:荣光再现 更胜以往,"　　本中心初次将森马纳入研究范围,给予买入评级,目标价人民币15元,系根据26倍2016年预估每股收益推算而得,隐含21%上涨空间。我们看好森马的原因在于其在休闲与儿童服饰市场均具领先地位,且盈利能见度日益提升。我们预估下列因素有望带动森马估值提升:1)该公司休闲服饰品牌已重拾营运增长歩伐,2015-17年预估年复合增长率达15.0%;2)森马的儿童服饰品牌Balabala将保持领先地位,2015-17年预估年复合增长率达16.5%;3)公司具备绝佳优势,有望受益于电子商务风潮。毛利较高的儿童服饰业务贡献提高,预计可带动毛利率扩增。  　　森马品牌荣光再现:身为中国领先休闲服饰品牌,森马营运历经2012-14年库存过剩的问题后恢复动能,2015年上半年起重拾营运增长歩伐。研究中心预估随着Semir品牌据点扩张,其营收年复合增长率可从2012-14年的0.2%攀升至2015-17年的15.0%。  　　Balabala品牌持续带动增长:尽管市场结构分散,Balabala的市占率仍由2010年的1.9%增长至2014年的3.6%。我们认为凭借以下竞争优势,Balabala将可维持其领先地位:1)销售网络覆盖广/遍布全国;2)品牌享有良好声誉;3)产品质量可靠,采取“平价超值”的定价策略。  　　电子商务实力坚强:森马2014年在线销售额同比增长82.8%至约人民币9.4亿元,领先同业,占其总营收11.5%。森马具备绝佳优势,有望受益于O2O(online-to-offline,网络到实体商业模式)风潮,系因该公司:1)早期即已跨进电子商务;2)开发自有在线品牌,防阻网络/实体销售侵蚀效应;3)收购韩国电商ISE股权以扩展跨境电商市场。",正向
8819,65817615,2016-01-05,长城动漫:“三步走”已完成“第一步”,"　　煤焦化资产将吞噬不超过2000万利润。从公司的公告来看,2015年前三季度, 圣达焦化累计亏损约1209万,考虑到年初还有其他焦化业务进行了相关处置, 预计2015年煤焦化的亏损在2000万元以内,对公司业绩虽然产生了一定的拖累,但是随着关停的实现,未来将不再产生巨额的亏损。  　　“三步走”已完成其一。从去年开始,我们在对于公司的多份研究之中提及, 对长城动漫而言,最重要的三件事分别是:煤焦化的资产处置、大股东的增持、动漫业务的整合。目前来看,大股东的增持虽然不尽如人意,但也在有条不紊的推进之中;对煤炭化资产做出处置的判断已经得以印证。从目前的情况来看, 公司业务的最大拖累包袱已经卸掉,可以轻装简行。目前,我们判断的长城动漫“三步走”,已经完成了第一步“焦化资产处置”,后续将继续推进大股东增持和资产整合:1.目前大股东持有的股权仍不足15%,持股比例较低导致公司业务难以快速开展,所以增持势在必行;2.公司的动漫业务已经取得了明显的进展,但离公司的战略目标仍有差距,未来进一步整合产业链资源属于大概率事件。  　　后期看点:我们认为,长城动漫后期的看点主要有以下几个部分:1.动漫行业在2016年大有可为,公司作为A 股相对纯粹的动漫企业,将是最大受益者之一;2.公司后续资本运作预期强烈,催化剂较多;3.集团公司资源丰富,旗下多个上市公司平台,将和公司形成协同效应,打开未来想象空间;  　　业绩预测与估值:我们预计,2016年公司的EPS 能够达到0.36元,对应当前的股价水平在60倍左右,相对其他同类个股估值并不贵,同时公司未来有一系列的资本运作预期,股价催化剂(包括资产处置、增发、产业链整合)较多, 我们长期看好公司的发展。  　　风险提示:大股东增持或不及预期、产业政策或调整、动漫产业链整合或不及预期。",正向
8820,65817618,2016-01-05,王府井:募资30亿布局多业态+全渠道 打造新时代互联网零售商,"　　发力内陆省份+购物中心业态:为更好适应消费升级驱动的传统零售模式的转变,公司积极向购物中心业态转型升级,同时进一步下沉渠道,拟将门店网络延伸至哈尔滨、郑州、西安、佛山、南昌和银川,在完善地域布局的同时丰富现有经营业态。本次定增主要投资建设项目分别为哈尔滨群力文化广场二期购物中心、熙地港(郑州&西安)购物中心、(佛山&南昌)王府井购物中心及银川东方红购物中心。  　　O2O全渠道助力公司互联网时代战略转型:本次定增募投的O2O项目计划利用三年时间完成O2O全渠道核心平台的全面上线并投入使用,包括销售数据支持平台、全渠道供应商门户、会员支持平台等,实现销售全渠道化、门店互联网化、供应链国际化、用户体系平台化、支付体系金融化和运营能力平台化,促进线上线下业务深度融合,充分发挥王府井的品牌优势,提高核心竞争力。  　　引入三胞集团探索买手制,国资控股背景进一步强化:本次定增引入三胞集团,公司或可借鉴其在自有品牌运作以及买手制商业模式上积累的丰富经验,组建专业的买手团队,提高自有品牌运营比例,进一步增厚公司业绩。京国瑞基金的实际控制人为北京市国资委,通过王府井国际与京国瑞基金间接持有公司34.06%股权,进一步强化公司的国资控股背景,为国企改革注入优质资产创造条件。  　　全渠道、多维度积极构建互联网环境下新模式:公司从以下几个维度稳步推进战略转型,构建互联网环境下新模式。第一,发力奥莱,探索自有品牌;第二,内外两面完善全渠道布局;第三,携手京东、恒大丰富盈利模式,购物中心或成未来主要业态;此外,未来或收益北京国企改革。  　　上调盈利预测,给予买入-A评级:公司是老牌商业零售龙头,为打开长期盈利空间,进行产业链上下游探索,与利丰、百联合作成立百府利公司;进行线上业务试点,与电商巨头合作打造网上商城、移动商城、微店、天猫店等多渠道服务销售体系。定增募资30亿元建设购物中心和O2O项目,布局多业态+全渠道。  　　此外,公司作为北京国资委旗下的商业龙头,有望受益国企改革。若考虑17年定增落地,我们预计15-17年EPS分别为1.77元、2.02元、和2.20元,当前股价对应PE分别为15倍、13倍、12倍。给予买入-A评级。  　　风险提示:整体消费环境不佳,购物中心建设进度不及预期",正向
8821,65817620,2016-01-05,南威软件:设立河北分布云基金 政务云业务重大突破,"　　分布云基金将在河北云计算建设中发挥重要作用,未来有望承建河北省相关数据中心及大型政务云项目。该基金合伙人实力雄厚,其中河北国控实际控制人为河北省国有资产控股运营有限公司,国控张家口的执行事务合伙人为河北国控,中投公司的大股东中国风险投资有限公司是是国内最早的风险投资机构之一。根据公告,该基金将以大数据网络科技产业为投资方向,在河北省内设立数据中心资产公司,用于分布云网络平台建设;在河北省内设立云服务公司,采购电子政务解决方案服务于政府信息化应用市场。  　　公司是分布云基金中唯一的IT公司,将深层次参与河北省的云计算产业投资和布局。作为国内领先的电子政务解决方案提供商,通过与政府国有资产平台公司、专业基金管理公司合作,参与设立专业化程度高、资源丰富的基金,有助于公司参与河北省的云计算产业建设,包括未来承担云计算项目运营和推广电子政务云产品。未来还可以将这一模式推广至全国,加固其在电子政务及云计算领域的领先优势。  　　投资建议:公司积极布局云计算和互联网运营,此次参股设立河北分布云基金即是其云计算业务的重大突破,未来有望藉此承建河北省政务云项目,空间广阔。预计2015-2016年EPS为0.88、1.24元,维持“买入-A”评级,6个月目标价130元。  　　风险提示:智慧城市业务、云计算合作项目、外延扩张低于预期。",正向
8822,65817635,2016-01-05,科华恒盛:“能源互联网+IDC”双平台战略打造新科华,"　　国内UPS龙头,深耕轨道交通等高端电源细分领域,进入军工与核电高壁垒市场。科华恒盛有27年不间断电源(UPS)产品研发生产经验,UPS销售份额多年领先,20kVA以上高端大功率UPS市占19.3%,在国内市场所有品牌中份额第三,国产品牌第一。产品及解决方案广泛应用于金融、工业、交通、通信、政府、国防、教育、医疗、IDC、电力等领域。近期公司宣布军工和核电两个高壁垒高利润领域取得重大突破:1获得储能领域稀缺军工资质后签订首批电源设备军方订单,有望打开军工装备、舰船等领域市场。2成为唯一获得中广核认可和应用的国产储能厂商,有望受益于国产替代,开启百亿核能安全储能市场。同时依托技术实力全面转型“能源互联网平台+IDC运营”。  　　打造绿色安全数据中心,联合中经云与浪潮从IDC运营向云计算布局。我国IDC发展迅速,但PUE偏高,电力占IDC运营成本50%以上。科华IDC解决方案突出优势在于可靠性、稳定性和节能性,并参股中经云打造绿色安全的数据中心。  　　中经云拥有政府背景,负责国家信息中心生态数据中心、安全存储网络等规划、建设和运营,目前与国盾量子合作打造国内首个量子通信示范数据中心,将在未来量子通信产业化和运营中占得先机。公司IDC布局北上广一线城市,我们预计公司16年Q1将有3000机柜运营,16年底完成1.5-2万机柜建设。在此基础上与云计算厂商合作拓展IDC增值服务,不排除继续向云计算领域拓展。对比其他IDC公司,该业务价值被低估。  　　能源互联网平台,光伏电站稳定现金流+充电桩和新能源汽车大力拓展。公司目前在建100MW,预计募投项目的160MW将于16年底建成,260MW光伏电站正常运营将带来超过9000万/年的利润。公司拥有发电、储能、充电桩、智能电能管理的全套能源互联网技术,在光伏电站基础上打造能源互联网闭环,在张家口等地开展智能微网示范项目的建设,在福建等地进行充电桩的销售和新能源汽车的运营,打造从新能源电站运营,充电桩的销售和新能源汽车运营的闭环系统。  　　投资建议:科华恒盛作为国内UPS龙头,全面转型“能源互联网+IDC”双平台,高端电源、新能源、数据中心三大业务融合驱动发展。我们预计公司2015-2017年净利润分别为1.49/2.93/4.46亿,增发摊薄EPS分别为0.67/1.09/1.66元,给予买入-A投资评级,12个月目标价66.40元,对应2017年40倍PE。  　　风险提示:光伏电站建设进度低于预期;IDC业务发展不达预期。",正向
8823,65817638,2016-01-05,弘高创意:以收购整合设计资源 打造VR亮点,"　　中华室内设计网:国内室内设计领先门户  　　中华室内设计网是一个室内设计产业的综合服务平台,旨在为室内设计产业提供一站式的品牌展示、品牌推广、在线交流、在线交易的平台,自2004年投入运营以来已成为国内室内设计行业的领先门户。  　　艾特奖:国内国际化程度最高的空间设计奖项  　　艾特奖(Idea-Tops国际空间设计大奖)是国内国际化程度最高的空间设计奖项,每年一届。  　　整合设计师资源,加速设计创意布局  　　公司定位设计创意第一股,拥有近300名设计师,而且牵头成立了北京建筑装饰设计创新产业联盟,拟在朝来高科技产业园内建立创意设计产业园。  　　拟收购盖得AEC软件代理公司,打造VR亮点  　　盖德近三年净利润连续增长,并承诺未来三年净利润持续增长,2014年盖德收入和净利润为3450万元,占公司同期净利润的17%。  　　投资建议  　　公司定位装饰行业创意设计第一股,集中优势资源投入于设计能力提升和品牌塑造,形成以设计带动施工业务高速发展的模式。此次收购有望加速公司整合设计师资源,继续围绕设计创意进行产业布局,打造VR亮点。我们看好公司未来发展,给予“买入”评级,预计2015-2017EPS为1.18、1.53、1.92。  　　风险提示  　　收购后的整合风险;新业务推进不达预期。",正向
8824,65817643,2016-01-05,A股熔断机制让港股“膝盖中箭”,　　在2016年的首个交易日，熔断机制实施的第一天，A股接连触发5%和7%的阈值，提前收盘。沪深两市超过1200多只股票跌停。港股也因此受到影响，使得投资者又多了一个回避H股的理由。  　　对中国来说， 2015年是非常艰难的一年：经济放缓，股市动荡，人民币贬值。受这些因素影响，投资者对H股渐行渐远。现在，H股又面临了新的威胁：大陆股市熔断机制的影响。  　　据彭博，周一，因沪深300股市暴跌而触发阈值，A股停止交易，引发了投资者转向香港股市抛售股票，恒生中国企业指数下跌了4.4%。  　　尽管去年大陆采取各种措施以平息股市，但对香港上市的H股影响较小。2015年H股大跌了19%，领跌亚洲股市。随着经济放缓，人民币贬值正加剧恶化在香港上市的、以美元定价的股票盈利前景。  　　 　　彭博数据显示，H股指数对MSCI世界指数的平均折让幅度是自2003年以来最大。恒生国企指数的市盈率仅为6.9倍，在全球基准股指中仅高于四个国家：面临着经济危机的非洲南部国家赞比亚，政局动荡的黎巴嫩，证券市场刚起步的哈萨克斯坦，以及只有四支股票上市交易的老挝。  　　下图来自彭博：  　　 　　彭博援引交银国际驻香港的首席策略师洪灏表示，由于不能出售大陆投资组合的交易员将可能转向香港，目前取决于香港能否扛过这一负担。很多交易员已不抱幻想。  　　华尔街见闻昨日报道，沪深300指数首先跌至5%阈值，致使沪深两市暂停交易15分钟。但恢复交易之后的短短几分钟内，沪深300指数继续崩溃，跌幅迅速扩大至7%，一天内第二次触发熔断。同一天，全球股市多数下跌，欧洲股市抛售潮加剧，德国股市大跌4.44%，而标普500指数下跌1.53%。,负向
8825,65817645,2016-01-05,A股熔断机制让港股“膝盖中箭”,　　在2016年的首个交易日，熔断机制实施的第一天，A股接连触发5%和7%的阈值，提前收盘。沪深两市超过1200多只股票跌停。港股也因此受到影响，使得投资者又多了一个回避H股的理由。 　　对中国来说， 2015年是非常艰难的一年：经济放缓，股市动荡，人民币贬值。受这些因素影响，投资者对H股渐行渐远。现在，H股又面临了新的威胁：大陆股市熔断机制的影响。 　　据彭博，周一，因沪深300股市暴跌而触发阈值，A股停止交易，引发了投资者转向香港股市抛售股票，恒生中国企业指数下跌了4.4%。 　　尽管去年大陆采取各种措施以平息股市，但对香港上市的H股影响较小。2015年H股大跌了19%，领跌亚洲股市。随着经济放缓，人民币贬值正加剧恶化在香港上市的、以美元定价的股票盈利前景。  　　彭博数据显示，H股指数对MSCI世界指数的平均折让幅度是自2003年以来最大。恒生国企指数的市盈率仅为6.9倍，在全球基准股指中仅高于四个国家：面临着经济危机的非洲南部国家赞比亚，政局动荡的黎巴嫩，证券市场刚起步的哈萨克斯坦，以及只有四支股票上市交易的老挝。 　　下图来自彭博：  　　彭博援引交银国际驻香港的首席策略师洪灏表示，由于不能出售大陆投资组合的交易员将可能转向香港，目前取决于香港能否扛过这一负担。很多交易员已不抱幻想。 　　华尔街见闻昨日报道，沪深300指数首先跌至5%阈值，致使沪深两市暂停交易15分钟。但恢复交易之后的短短几分钟内，沪深300指数继续崩溃，跌幅迅速扩大至7%，一天内第二次触发熔断。同一天，全球股市多数下跌，欧洲股市抛售潮加剧，德国股市大跌4.44%，而标普500指数下跌1.53%。,负向
8826,65817648,2016-01-05,国投电力:火电电价下调符合预期 增发价调整影响负面,"　　国家发改委近日印发《关于降低燃煤发电上网电价和一般工商业用电价格的通知》,公司控股火电机组的燃煤发电上网电价做相应调整。具体降价标准如下,天津国投下调0.0301元/千瓦时,国投宣城下调0.0376元/千瓦时,厦门华夏和福建太平洋下调0.0338元/千瓦时,广西钦州和北部湾下调0.0284元/千瓦时,甘肃靖远二电下调0.0272元/千瓦时,国投盘江下调0.0346元/千瓦时。以上电价调整自2016年1月1日起执行。  　　公司公告定增预案修正稿,拟将定向发行股票价格由此前的不低于11.44元/股下调至不低于7.95元/股,发行股票数量由不超过7.87亿股调整为不超过11.32亿股,募集资金总额不超过90亿元维持不变。  　　投资要点:  　　电价调整导致公司16年业绩下滑约4.56%。公司控股火电机组的燃煤电价下调,预计公司16年营业收入下滑为366.64亿元,较调价前的378.84亿元下滑3.22%,预计公司16年归母净利润下滑为62.74亿元,较调价前的65.74亿元下滑4.56%。我们认为这一调整市场早有预期且已充分消化,对股价的影响相对有限,且前期煤价的持续下跌已为这一调整准备充足空间。  　　募集资金90亿元用于水电、大容量火电项目,进一步优化电源结构。公司拟非公开发行股票募集资金不超过90亿元,用于投资两河口水电站6x50万千瓦机组项目、杨房沟水电站4x37.5万千瓦机组项目、北疆发电厂二期2x100万千瓦超超临界燃煤发电机组项目、钦州电厂二期2x100万千瓦超超临界燃煤发电机组项目、湄洲湾第二发电厂2x200万千瓦超超临界燃煤发电机组项目、南阳内乡煤电运一体化电厂2x100万千瓦超超临界燃煤发电机组项目以及补充公司流动资金。增发完成后,总控股装机增幅达48.32%,百万机组占火电比重超过50%以上,进一步提升公司电源结构的合理性。  　　下调16年业绩预测,维持“增持”评级。基于发改委最新电价政策,以及雅砻江水电电价调整可能、财务费用节省、投资收益提升等因素,我们下调公司15-17年归母净利润的盈利预测为56.97亿元、54.82亿元和58.25亿元,考虑增发摊薄,对于EPS分别为0.72元/股、0.69元/股和0.74元/股(调整前为0.77元/股、0.87元/股和0.97元/股),对应市盈率11.6倍、12.1倍和11.4倍。我们认为,公司项目储备丰富,雅砻江带来持续稳定现金流,水电装机高成长暂缓但大容量火电项目将陆续投产,战略投资赣能股份布局售电市场,合作兰州新区探索配、售电业务新领域,估值",负向
8827,65817650,2016-01-05,江南水务临时公告点评:进军固废处置 拓展业务新领域,"　　事件:公司公告为进一步提升公司的综合竞争力,延长公司产业链,拓展环保新领域,开展新的固体废物处理业务,公司拟以货币资金出资1000万元投资设立全资子公司“江阴市锦绣江南环境发展有限公司”。  　　点评:  　　投资设立子公司,布局固废处置业务,进一步拓展环保产业链,后续的业务进展值得期待。公司目前主要的业绩增长来源于工程安装业务和供水业务,虽然业绩增速较快,但业务发展相对比较单一,为了更多的寻找业绩增长点,公司未来一方面在供水业务继续保持优势,工程业务将持续放量,同时加大污水处理业务的布局力度,逐步改变单一依靠供水业务发展,持续打造继供水业务外业绩增长的另一极。与此同时,公司积极布局环保新领域,寻求全产业链延伸,将触角伸向固废处置领域,本次投资项目符合公司战略发展的要求。目前大多数环保公司不仅仅满足于传统业务所处的细分领域,往往把目光会转向全产业布局,打造全产业的环保平台,有利于资源高效整合,对公司和全行业的把握将更加具有前瞻性,这是环保全行业发展的大趋势,从前几年环保产业诸多的并购案例可见一斑。所以对于公司来说,本次投资有利于公司开展新的固体废物处理业务,拓展环保新领域,进一步提升公司综合竞争力,延长公司产业链,有利于公司的进一步发展,符合公司的长远发展目标,持续关注后续的业务进展。  　　维持“推荐”评级。我们维持15、16、17年EPS(摊薄后)分别为0.49元、0.64元、0.79元,公司未来产业的布局继续扩充,将逐步进入业绩快速增长时期,发展空间巨大,是值得持续跟踪的投资标的,继续维持“推荐”评级。  　　风险提示:水价调整幅度不达预期、固废处置领域拓展不达预期",正向
8828,65817652,2016-01-05,老板电器:代理商与核心团队持股计划落地 公司发展可期,"　　事件:截至2015年12月24日,公司代理商持股计划对应产品“南华老板电器代理商持股1期资产管理计划”和核心管理团队持股计划对应产品“南华老板电器管理团队持股1期资产管理计划”通过二级市场购买的方式完成股票购买,购买价格分别为40.78元/股和40.80元/股,购买数量分别为728.1万股和117.2万股。两项计划所购买股票的锁定期为自公告日起12个月。  　　代理商持股计划落地,加速渠道变革。自2014年起,公司积极推进渠道变革, 通过拆分代理商来实现渠道下沉。代理商持股计划一定程度缓和了代理商拆分带来的矛盾,实现了公司与代理商间的利益捆绑,也增强了代理商加速推进渠道下沉的动力,进一步增强终端销售的主动性。  　　核心团队持股计划落地,调动管理层积极性:核心管理团队持股计划的参与对象包括任富佳、赵继宏、任罗忠、王刚等12位公司董事、监事、高级管理人员。我们认为,在2012年底,公司管理权与经营权有效分离之后,核心管理团队持股实现了管理团队与公司利益的进一步捆绑,有利于提升管理层的工作动力与工作效率,保证了公司战略的执行力度,为公司未来收入与业绩的提升提供信心。  　　2016年公司营收利润增长可期:厨电市场依旧广阔,公司产品定位符合行业高端化趋势,营收利润持续增长可期;电商渠道继续推进,公司渠道结构优化, 盈利能力持续提升;加速拆分进度,实现渠道下沉 ,开拓三线市场走在行业前列。  　　业绩预测与估值:我们预计公司2015/2016/2017年EPS 分别为1.65/2.15/2.81元。2015年12月30日收盘价对应动态PE 为28倍、21倍和16倍。参考可比上市公司均值,考虑公司作为行业龙头以及契合市场发展趋势的品牌定位, 我们认为给予公司2016年26倍PE 合理,对应目标价格为55.9元,维持“买入”评级。  　　风险提示。房地产行业波动风险:商品住宅房销量下降造成厨电销量不及预期; 竞争对手价格战风险:主要竞争对手降低价格销售,公司或难以维持较高毛利率。",正向
8829,65817655,2016-01-05,小商品城点评报告:继续深化金融生态体系建设,"　　事件:  　　公告发布设立义乌小商品城互联网金融有限公司和义乌信用中心与征信公司签订合作协议的公告  　　投资要点  　　依托清华控股和浙江电融成立互联网公司  　　公司与北京紫荆华信投资管理中心(有限合伙)(以下简称“紫荆资本”)、浙江电融数据技术有限公司(以下简称“浙江电融”)拟发起设立义乌小商品城互联网金融有限公司(暂名,以下简称“互联网金融公司”),共同开展互联网金融业务。互联网金融公司注册资本为1,000万元,其中公司出资550万,持股55%; 紫荆资本出资300万元,持股30%;浙江电融出资150万元,持股15%。  　　紫荆资本成立于2012年,隶属于清华控股的金融业务板块。清华控股是清华大学在整合清华产业,目前掌控着超过1,700亿实业资产和超过2,000亿的金融资产。清控金融已经初步完成建立全线基金业务,开展基于资金链的信贷经营业务,基于产权链的资本运营业务和基于产业链的金融服务业务。紫荆资本负责前期统筹规划,互联网金融公司成立后负责协助对接外部优质资源,协助拟定互联网金融公司发展战略,并协助进行互联网金融公司运营和资本运作。  　　浙江电融为元宝铺的运营主体。元宝铺是国内领先的金融大数据服务平台,为小微企业打造融资、理财等金融服务,已与招商银行、平安银行、浦发银行、南粤银行、浙商银行等多家金融机构建立了深度战略合作关系,主营数据贷业务已拓展至酒店、物流、电商、餐饮、零售等多个行业,为2万多家小微企业提供了超过20亿元的授信,服务覆盖城市超过50个,尤其在经济活跃的北、上、广、深、浙及大部分东南沿海城市。  　　与义乌信用中心合作,搭建市场大数据平台  　　公司子公司义乌中国小商品城征信有限公司(以下简称“征信公司”)与义乌市信用中心签订合作协议。义乌市信用中心为义乌市人民政府直属正科级事业单位,具体负责义乌市社会信用体系建设工作,承担全市信用信息的归集、整理、发布、使用和管理工作。公司参与义乌市社会信用体系的建设,搭建以信用为核心的,打造涵盖义乌实体市场、义乌购等电商平台、义支付等第三方支付、惠商小贷、金融租赁、互联网金融等线上线下及各个贸易环节的市场大数据平台。   　　完善金融生态系统,增强市场服务能力。  　　公司经营的义乌小商品城拥有7万个商户资源,其长期发展战略为以市场为核心、资本为纽带,打造现代服务贸易集成商。通过涉足互联网金融领域, 为市场经营户提供金融支持的有益尝试,解决经营户资金瓶颈问题。参与义乌市社会信用体系的建设,搭建以信用为核心的“信用义乌”大数据平台,为进一步推动互联网技术深入融合到市场贸易的各个环节奠定基础。公司可通过金融租赁、小额贷款、商位质押贷款和私募股权投资基金和互联网金融等业务相结合,完善金融生态体系,不仅可以增加服务市场经营户的能力,也能增加公司盈利能力。  　　维持买入评级。  　　预计,2015-2017年EPS 为0.13元、0.23元和0.32元。我们认为,在租金收取方式上,公司通过对客户结构的提升和租金收取方式向更灵活的方向转变,市场经营主体的发展速度和租金市场化体系的建立将进入一个更加良性的循环。在市场的延展性方面,除了丰富现有品类外,通过涉足医疗产业为未来成长打开空间。另外,考虑到公司目前正在加速实体市场与网上市场融合,伴随着依托线上和线下大数据的电商生态圈和金融生态圈的逐步建立, 公司将实现华丽转身,未来市场空间巨大,我们维持买入评级。",正向
8830,65817658,2016-01-05,江铃汽车:2016年看好撼路者和新全顺,"　　2015年销量同比略有下滑,预计业绩与2014年基本持平:2015年,公司共销售各类汽车25.7万辆,同比下滑6.83%。其中,全顺轻客销量同比下滑7.30%,主要是欧系轻客市场竞争加剧所致;JMC轻卡销量同比微增1.95%,主要受益于轻型柴油机国四排放标准升级;JMC皮卡销量同比下滑19.3%,主要受宏观经济景气度下行的影响;驭胜SUV销量下滑26.42%,主要是因为促销力度不及竞争对手。考虑到公司销量结构变化幅度不大且成本控制能力突出,估计2015年经营业绩与2014年基本持平。  　　2016年看好撼路者和新全顺的市场前景。福特撼路者和全顺MPV车型Tourneo定位精准,目标细分市场竞争环境较为宽松,且经典全顺积累的大量用户群有望成为其潜在的消费群体,看好两款车型的市场前景,预计撼路者和Tourneo的稳态月销量分别为2500台和2000台。另外,新一代全顺物流车将于2016年年中上市,经典全顺车型偏老的问题将得到有效解决,稳态月销量有望达7000台。  　　盈利预测与投资建议:估计2016年撼路者产能将完全释放,并为公司提供较大业绩弹性,同时新全顺投放市场后有望成为另一个业绩增长点,维持业绩预测2015年/2016年/2017年EPS依次为2.36元/4.46元/5.70元,维持“强烈推荐”评级。  　　风险提示:1)新品上市销量不达预期;2)轻卡市场竞争加剧。",正向
